Cr,Mo,Nb,Ta,V,W,FCC_L12,BCC_B2
0.35,0.1,0.05,0.2,0.05,0.25,0,0.37970774
0.35,0.05,0.15,0.05,0.15,0.25,0,0.37968678
0.2,0.2,0.2,0.1,0.25,0.05,0,0.37903029
0.2,0.15,0.1,0.1,0.3,0.15,0,0.37851982
0.2,0.05,0.25,0.05,0.3,0.15,0,0.37829252
0.35,0.2,0.05,0.05,0.05,0.3,0,0.3781515
0.2,0.1,0.15,0.1,0.3,0.15,0,0.37806204
0.2,0.25,0.15,0.1,0.25,0.05,0,0.37789012
0.35,0.15,0.05,0.1,0.3,0.05,0,0.37758896
0.3,0.15,0.1,0.05,0.35,0.05,0,0.37741924
0.35,0.05,0.15,0.2,0.2,0.05,0,0.37642427
0.15,0.15,0.15,0.15,0.35,0.05,0,0.376385
0.3,0.05,0.1,0.15,0.35,0.05,0,0.37633105
0.35,0.1,0.15,0.05,0.3,0.05,0,0.37596454
0.2,0.2,0.1,0.05,0.3,0.15,0,0.37576753
0.2,0.3,0.1,0.1,0.25,0.05,0,0.37508013
0.35,0.15,0.15,0.1,0.15,0.1,0,0.374809
0.35,0.1,0.05,0.25,0.2,0.05,0,0.37466379
0.35,0.05,0.05,0.25,0.05,0.25,0,0.37436365
0.35,0.05,0.05,0.3,0.1,0.15,0,0.37388074
0.2,0.05,0.1,0.1,0.35,0.2,0,0.37382658
0.35,0.05,0.1,0.15,0.05,0.3,0,0.37345066
0.35,0.05,0.15,0.1,0.3,0.05,0,0.3733655
0.25,0.05,0.3,0.05,0.2,0.15,0,0.37262536
0.35,0.1,0.05,0.15,0.3,0.05,0,0.37245629
0.35,0.2,0.05,0.05,0.2,0.15,0,0.37221374
0.35,0.15,0.05,0.1,0.15,0.2,0,0.37216913
0.35,0.1,0.05,0.05,0.1,0.35,0,0.37203411
0.2,0.1,0.1,0.15,0.3,0.15,0,0.37201685
0.35,0.1,0.1,0.05,0.3,0.1,0,0.37189688
0.2,0.35,0.1,0.05,0.25,0.05,0,0.37171807
0.2,0.25,0.1,0.15,0.25,0.05,0,0.37159026
0.35,0.25,0.05,0.05,0.2,0.1,0,0.37140695
0.15,0.2,0.05,0.2,0.35,0.05,0,0.37092482
0.15,0.05,0.35,0.05,0.35,0.05,0,0.37082589
0.2,0.3,0.05,0.15,0.25,0.05,0,0.37015147
0.2,0.15,0.25,0.05,0.25,0.1,0,0.3699226
0.35,0.15,0.1,0.05,0.3,0.05,0,0.36951109
0.2,0.2,0.2,0.05,0.25,0.1,0,0.36918712
0.25,0.05,0.15,0.15,0.25,0.15,0,0.36892733
0.35,0.1,0.1,0.1,0.05,0.3,0,0.36881008
0.15,0.1,0.2,0.15,0.35,0.05,0,0.36864002
0.25,0.05,0.1,0.1,0.3,0.2,0,0.36789685
0.3,0.2,0.15,0.15,0.15,0.05,0,0.36749969
0.2,0.1,0.3,0.05,0.25,0.1,0,0.36730477
0.3,0.1,0.1,0.2,0.25,0.05,0,0.36724664
0.35,0.05,0.05,0.15,0.15,0.25,0,0.36721224
0.35,0.2,0.05,0.05,0.25,0.1,0,0.36714334
0.25,0.25,0.25,0.05,0.15,0.05,0,0.36642609
0.35,0.1,0.05,0.15,0.2,0.15,0,0.36602294
0.15,0.15,0.1,0.2,0.35,0.05,0,0.36525827
0.25,0.15,0.1,0.1,0.25,0.15,0,0.36525809
0.2,0.25,0.15,0.05,0.25,0.1,0,0.3650489
0.35,0.1,0.1,0.05,0.25,0.15,0,0.3650487
0.35,0.05,0.05,0.15,0.2,0.2,0,0.36503596
0.3,0.15,0.15,0.05,0.2,0.15,0,0.36448811
0.2,0.1,0.1,0.05,0.35,0.2,0,0.36440565
0.2,0.05,0.35,0.1,0.25,0.05,0,0.36434364
0.35,0.1,0.05,0.15,0.05,0.3,0,0.36395417
0.35,0.1,0.1,0.05,0.15,0.25,0,0.36373448
0.2,0.2,0.15,0.1,0.25,0.1,0,0.36364551
0.25,0.25,0.2,0.1,0.15,0.05,0,0.36356118
0.35,0.1,0.05,0.1,0.3,0.1,0,0.36330211
0.3,0.2,0.05,0.05,0.35,0.05,0,0.36316888
0.2,0.15,0.05,0.15,0.3,0.15,0,0.36313071
0.35,0.05,0.05,0.2,0.05,0.3,0,0.36301595
0.35,0.05,0.05,0.25,0.1,0.2,0,0.36294447
0.15,0.2,0.1,0.1,0.35,0.1,0,0.36275368
0.15,0.25,0.05,0.1,0.35,0.1,0,0.36262629
0.25,0.2,0.1,0.05,0.25,0.15,0,0.36258217
0.15,0.05,0.3,0.1,0.35,0.05,0,0.36206917
0.35,0.05,0.05,0.15,0.3,0.1,0,0.36181525
0.15,0.1,0.25,0.05,0.35,0.1,0,0.36100093
0.25,0.15,0.3,0.05,0.15,0.1,0,0.36087978
0.35,0.15,0.05,0.1,0.05,0.3,0,0.36081662
0.3,0.05,0.1,0.2,0.3,0.05,0,0.36063563
0.15,0.15,0.15,0.1,0.35,0.1,0,0.36045089
0.3,0.05,0.05,0.35,0.2,0.05,0,0.3602319
0.25,0.25,0.15,0.15,0.15,0.05,0,0.36010377
0.2,0.05,0.35,0.05,0.25,0.1,0,0.35971284
0.15,0.2,0.05,0.15,0.35,0.1,0,0.35902229
0.35,0.05,0.15,0.05,0.2,0.2,0,0.35867943
0.35,0.2,0.05,0.05,0.3,0.05,0,0.35860449
0.35,0.1,0.1,0.05,0.05,0.35,0,0.35816835
0.2,0.05,0.2,0.05,0.3,0.2,0,0.3579566
0.15,0.25,0.1,0.05,0.35,0.1,0,0.35785475
0.35,0.05,0.05,0.1,0.1,0.35,0,0.3576942
0.25,0.05,0.2,0.05,0.25,0.2,0,0.35764367
0.35,0.15,0.05,0.05,0.05,0.35,0,0.35690433
0.2,0.2,0.05,0.25,0.25,0.05,0,0.35688049
0.35,0.05,0.1,0.05,0.15,0.3,0,0.35667135
0.35,0.15,0.05,0.1,0.2,0.15,0,0.35657069
0.2,0.05,0.05,0.15,0.35,0.2,0,0.3557926
0.2,0.3,0.1,0.05,0.25,0.1,0,0.3556069
0.3,0.2,0.2,0.05,0.15,0.1,0,0.35524728
0.35,0.1,0.05,0.1,0.25,0.15,0,0.355142
0.3,0.15,0.1,0.2,0.2,0.05,0,0.35484438
0.35,0.1,0.05,0.1,0.15,0.25,0,0.35478453
0.2,0.2,0.05,0.1,0.3,0.15,0,0.35472247
0.2,0.05,0.3,0.1,0.25,0.1,0,0.35459299
0.25,0.2,0.25,0.1,0.15,0.05,0,0.35438456
0.15,0.1,0.2,0.1,0.35,0.1,0,0.35369729
0.15,0.2,0.25,0.05,0.3,0.05,0,0.35228858
0.2,0.15,0.2,0.05,0.25,0.15,0,0.35216611
0.35,0.05,0.1,0.05,0.3,0.15,0,0.35185225
0.15,0.15,0.3,0.05,0.3,0.05,0,0.35125455
0.35,0.15,0.05,0.05,0.2,0.2,0,0.35101523
0.2,0.15,0.1,0.2,0.25,0.1,0,0.3505809
0.35,0.2,0.25,0.05,0.1,0.05,0,0.35010438
0.15,0.25,0.2,0.05,0.3,0.05,0,0.34963876
0.35,0.05,0.1,0.05,0.25,0.2,0,0.34940844
0.25,0.05,0.05,0.15,0.3,0.2,0,0.34907537
0.35,0.05,0.1,0.1,0.05,0.35,0,0.34824427
0.15,0.15,0.05,0.2,0.35,0.1,0,0.34613586
0.15,0.1,0.15,0.15,0.35,0.1,0,0.34575717
0.15,0.05,0.3,0.05,0.35,0.1,0,0.34544386
0.35,0.05,0.05,0.05,0.2,0.3,0,0.3453486
0.15,0.1,0.35,0.05,0.3,0.05,0,0.34468104
0.15,0.2,0.2,0.1,0.3,0.05,0,0.34412244
0.2,0.1,0.05,0.1,0.35,0.2,0,0.34386299
0.35,0.05,0.1,0.05,0.35,0.1,0,0.3437624
0.2,0.25,0.25,0.05,0.2,0.05,0,0.34333969
0.15,0.3,0.15,0.05,0.3,0.05,0,0.34312712
0.25,0.25,0.1,0.1,0.2,0.1,0,0.34303164
0.25,0.05,0.35,0.05,0.2,0.1,0,0.34299414
0.2,0.05,0.25,0.1,0.25,0.15,0,0.34282918
0.35,0.05,0.05,0.2,0.25,0.1,0,0.34281545
0.15,0.15,0.25,0.1,0.3,0.05,0,0.34269493
0.35,0.05,0.05,0.15,0.05,0.35,0,0.34264206
0.25,0.1,0.05,0.1,0.3,0.2,0,0.34256606
0.15,0.25,0.15,0.1,0.3,0.05,0,0.34251673
0.35,0.05,0.05,0.1,0.3,0.15,0,0.34135567
0.3,0.05,0.05,0.25,0.3,0.05,0,0.34123813
0.35,0.1,0.05,0.05,0.2,0.25,0,0.34073327
0.2,0.3,0.2,0.05,0.2,0.05,0,0.34033934
0.35,0.05,0.05,0.1,0.2,0.25,0,0.33994158
0.15,0.05,0.25,0.1,0.35,0.1,0,0.3397442
0.35,0.15,0.05,0.05,0.25,0.15,0,0.33929808
0.2,0.15,0.3,0.1,0.2,0.05,0,0.33918469
0.2,0.25,0.2,0.1,0.2,0.05,0,0.33893358
0.15,0.3,0.1,0.1,0.3,0.05,0,0.33844366
0.35,0.15,0.05,0.05,0.3,0.1,0,0.33787328
0.35,0.05,0.05,0.1,0.25,0.2,0,0.33780574
0.3,0.25,0.05,0.2,0.15,0.05,0,0.33739846
0.15,0.1,0.1,0.25,0.35,0.05,0,0.33673297
0.35,0.1,0.05,0.1,0.05,0.35,0,0.33643951
0.3,0.05,0.2,0.05,0.2,0.2,0,0.33596199
0.15,0.2,0.15,0.15,0.3,0.05,0,0.33556851
0.25,0.2,0.05,0.2,0.2,0.1,0,0.33538846
0.15,0.25,0.1,0.15,0.3,0.05,0,0.33525192
0.3,0.05,0.05,0.2,0.35,0.05,0,0.3352167
0.35,0.1,0.1,0.05,0.2,0.2,0,0.3351234
0.35,0.05,0.1,0.15,0.3,0.05,0,0.33501486
0.15,0.3,0.05,0.05,0.35,0.1,0,0.33421725
0.2,0.05,0.2,0.15,0.25,0.15,0,0.33411106
0.15,0.3,0.05,0.15,0.3,0.05,0,0.33387008
0.2,0.15,0.25,0.15,0.2,0.05,0,0.33382118
0.2,0.15,0.3,0.05,0.2,0.1,0,0.33371021
0.3,0.25,0.25,0.05,0.1,0.05,0,0.33362595
0.35,0.05,0.1,0.1,0.35,0.05,0,0.33292198
0.15,0.05,0.2,0.15,0.35,0.1,0,0.33280525
0.25,0.1,0.2,0.15,0.2,0.1,0,0.33239582
0.35,0.05,0.1,0.2,0.25,0.05,0,0.33213261
0.15,0.35,0.05,0.1,0.3,0.05,0,0.33185223
0.2,0.3,0.1,0.15,0.2,0.05,0,0.3318214
0.35,0.05,0.1,0.1,0.2,0.2,0,0.33164229
0.3,0.1,0.05,0.1,0.25,0.2,0,0.33146425
0.2,0.1,0.35,0.05,0.2,0.1,0,0.33139129
0.25,0.15,0.05,0.25,0.25,0.05,0,0.33120873
0.35,0.1,0.05,0.1,0.35,0.05,0,0.33105381
0.25,0.25,0.1,0.2,0.15,0.05,0,0.33086555
0.25,0.15,0.1,0.2,0.2,0.1,0,0.3307409
0.25,0.15,0.35,0.05,0.15,0.05,0,0.33014556
0.2,0.05,0.25,0.15,0.25,0.1,0,0.32958701
0.35,0.15,0.1,0.15,0.15,0.1,0,0.32944864
0.2,0.15,0.25,0.1,0.2,0.1,0,0.32928519
0.35,0.05,0.15,0.05,0.35,0.05,0,0.3291477
0.35,0.25,0.2,0.05,0.1,0.05,0,0.32907355
0.15,0.1,0.05,0.25,0.35,0.1,0,0.32899787
0.2,0.2,0.15,0.2,0.2,0.05,0,0.32892936
0.35,0.2,0.05,0.2,0.15,0.05,0,0.32853869
0.2,0.25,0.1,0.2,0.2,0.05,0,0.32848995
0.35,0.2,0.1,0.1,0.15,0.1,0,0.32811012
0.15,0.25,0.05,0.2,0.3,0.05,0,0.32792579
0.15,0.15,0.25,0.05,0.3,0.1,0,0.3278434
0.15,0.1,0.2,0.05,0.35,0.15,0,0.32759143
0.2,0.1,0.3,0.1,0.2,0.1,0,0.32712276
0.15,0.15,0.15,0.05,0.35,0.15,0,0.32698788
0.2,0.3,0.05,0.2,0.2,0.05,0,0.32698236
0.15,0.2,0.2,0.05,0.3,0.1,0,0.32693885
0.2,0.05,0.3,0.15,0.25,0.05,0,0.326111
0.15,0.15,0.1,0.1,0.35,0.15,0,0.32579101
0.25,0.25,0.3,0.05,0.1,0.05,0,0.32557697
0.3,0.2,0.15,0.1,0.15,0.1,0,0.32550303
0.2,0.1,0.1,0.2,0.25,0.15,0,0.32543017
0.35,0.05,0.05,0.35,0.15,0.05,0,0.32510629
0.15,0.05,0.15,0.2,0.35,0.1,0,0.32507948
0.2,0.3,0.15,0.05,0.2,0.1,0,0.32482896
0.15,0.15,0.05,0.15,0.35,0.15,0,0.32470047
0.2,0.15,0.2,0.15,0.2,0.1,0,0.32421749
0.15,0.1,0.15,0.1,0.35,0.15,0,0.32414161
0.2,0.2,0.15,0.15,0.2,0.1,0,0.3240836
0.15,0.1,0.3,0.05,0.3,0.1,0,0.32318168
0.35,0.15,0.15,0.05,0.15,0.15,0,0.32272894
0.2,0.25,0.05,0.25,0.2,0.05,0,0.32263937
0.25,0.1,0.15,0.15,0.2,0.15,0,0.32190264
0.2,0.1,0.3,0.05,0.2,0.15,0,0.3213943
0.15,0.2,0.15,0.1,0.3,0.1,0,0.32112975
0.3,0.2,0.1,0.2,0.15,0.05,0,0.3210061
0.15,0.2,0.05,0.1,0.35,0.15,0,0.32087111
0.15,0.05,0.35,0.1,0.3,0.05,0,0.32063339
0.15,0.25,0.15,0.05,0.3,0.1,0,0.32036455
0.2,0.15,0.25,0.05,0.2,0.15,0,0.32026367
0.35,0.1,0.1,0.05,0.35,0.05,0,0.3202055
0.35,0.1,0.05,0.05,0.25,0.2,0,0.32016666
0.15,0.1,0.1,0.15,0.35,0.15,0,0.32013978
0.2,0.05,0.1,0.2,0.3,0.15,0,0.32001541
0.35,0.05,0.1,0.15,0.2,0.15,0,0.31991802
0.25,0.05,0.25,0.1,0.2,0.15,0,0.31981243
0.25,0.15,0.25,0.1,0.15,0.1,0,0.3195165
0.2,0.35,0.05,0.05,0.25,0.1,0,0.31933608
0.15,0.05,0.25,0.05,0.35,0.15,0,0.31918889
0.2,0.1,0.35,0.1,0.2,0.05,0,0.31916911
0.2,0.15,0.05,0.25,0.25,0.1,0,0.3188794
0.15,0.2,0.05,0.25,0.3,0.05,0,0.31799068
0.25,0.1,0.25,0.15,0.2,0.05,0,0.31778213
0.15,0.1,0.2,0.2,0.3,0.05,0,0.31769161
0.2,0.05,0.35,0.05,0.2,0.15,0,0.31747976
0.2,0.1,0.25,0.1,0.2,0.15,0,0.31734171
0.35,0.05,0.05,0.05,0.25,0.25,0,0.31726169
0.15,0.25,0.1,0.1,0.3,0.1,0,0.31700898
0.25,0.2,0.05,0.25,0.2,0.05,0,0.31686985
0.25,0.2,0.2,0.15,0.15,0.05,0,0.31679408
0.2,0.1,0.05,0.25,0.3,0.1,0,0.31634797
0.15,0.05,0.2,0.1,0.35,0.15,0,0.31594656
0.2,0.2,0.1,0.2,0.2,0.1,0,0.31522174
0.15,0.2,0.1,0.05,0.35,0.15,0,0.31512445
0.25,0.05,0.25,0.05,0.2,0.2,0,0.31477895
0.15,0.15,0.1,0.25,0.3,0.05,0,0.31446151
0.25,0.35,0.15,0.05,0.15,0.05,0,0.3143238
0.15,0.25,0.05,0.15,0.3,0.1,0,0.3137451
0.25,0.1,0.3,0.05,0.15,0.15,0,0.3135782
0.25,0.2,0.2,0.1,0.15,0.1,0,0.31344939
0.2,0.1,0.15,0.2,0.25,0.1,0,0.31316476
0.15,0.05,0.3,0.15,0.3,0.05,0,0.31285877
0.25,0.15,0.15,0.2,0.2,0.05,0,0.31232335
0.35,0.1,0.05,0.05,0.3,0.15,0,0.31078297
0.35,0.1,0.05,0.05,0.35,0.1,0,0.31031544
0.25,0.25,0.2,0.05,0.15,0.1,0,0.30937957
0.15,0.25,0.25,0.05,0.25,0.05,0,0.30935801
0.2,0.05,0.15,0.2,0.3,0.1,0,0.30911023
0.35,0.1,0.05,0.1,0.2,0.2,0,0.30859638
0.25,0.05,0.1,0.15,0.25,0.2,0,0.30772849
0.3,0.15,0.15,0.15,0.15,0.1,0,0.30695255
0.3,0.2,0.3,0.05,0.1,0.05,0,0.30689351
0.15,0.05,0.1,0.2,0.35,0.15,0,0.30660798
0.2,0.05,0.2,0.1,0.25,0.2,0,0.30620457
0.2,0.2,0.35,0.05,0.15,0.05,0,0.30602125
0.2,0.25,0.1,0.15,0.2,0.1,0,0.30598289
0.35,0.15,0.1,0.2,0.15,0.05,0,0.30554811
0.2,0.25,0.3,0.05,0.15,0.05,0,0.30541928
0.15,0.3,0.1,0.05,0.3,0.1,0,0.3053623
0.3,0.05,0.15,0.15,0.2,0.15,0,0.30480916
0.35,0.15,0.05,0.05,0.35,0.05,0,0.30479787
0.3,0.2,0.1,0.15,0.15,0.1,0,0.30433446
0.15,0.3,0.2,0.05,0.25,0.05,0,0.30429536
0.1,0.2,0.25,0.05,0.35,0.05,0,0.30379849
0.2,0.3,0.25,0.05,0.15,0.05,0,0.30342638
0.15,0.25,0.2,0.1,0.25,0.05,0,0.30342286
0.3,0.1,0.35,0.05,0.15,0.05,0,0.30340986
0.2,0.2,0.3,0.1,0.15,0.05,0,0.30303364
0.3,0.2,0.05,0.1,0.2,0.15,0,0.30294628
0.3,0.1,0.1,0.2,0.2,0.1,0,0.30288081
0.35,0.05,0.3,0.05,0.15,0.1,0,0.30265261
0.2,0.25,0.25,0.1,0.15,0.05,0,0.30246746
0.15,0.1,0.15,0.2,0.3,0.1,0,0.30192717
0.3,0.05,0.2,0.15,0.2,0.1,0,0.30144815
0.35,0.05,0.05,0.25,0.25,0.05,0,0.30127369
0.2,0.05,0.05,0.2,0.3,0.2,0,0.30121358
0.15,0.15,0.2,0.05,0.3,0.15,0,0.3006451
0.2,0.3,0.2,0.1,0.15,0.05,0,0.30059607
0.25,0.05,0.3,0.1,0.2,0.1,0,0.30048979
0.2,0.1,0.2,0.15,0.2,0.15,0,0.30026036
0.3,0.15,0.2,0.15,0.15,0.05,0,0.30007031
0.2,0.35,0.2,0.05,0.15,0.05,0,0.29971523
0.15,0.05,0.25,0.15,0.3,0.1,0,0.2995595
0.35,0.05,0.05,0.05,0.3,0.2,0,0.29939767
0.15,0.3,0.15,0.1,0.25,0.05,0,0.29927134
0.1,0.25,0.2,0.05,0.35,0.05,0,0.29920835
0.15,0.15,0.05,0.25,0.3,0.1,0,0.29918467
0.2,0.2,0.3,0.05,0.15,0.1,0,0.29905266
0.2,0.15,0.35,0.05,0.15,0.1,0,0.29898631
0.2,0.25,0.2,0.15,0.15,0.05,0,0.29896233
0.15,0.1,0.35,0.1,0.25,0.05,0,0.29801451
0.3,0.1,0.25,0.1,0.15,0.1,0,0.2974591
0.2,0.1,0.2,0.2,0.25,0.05,0,0.29741834
0.35,0.05,0.05,0.2,0.3,0.05,0,0.29650229
0.2,0.2,0.25,0.1,0.15,0.1,0,0.29604451
0.3,0.3,0.05,0.15,0.15,0.05,0,0.29602339
0.35,0.2,0.2,0.1,0.1,0.05,0,0.29515006
0.2,0.25,0.25,0.05,0.15,0.1,0,0.29514459
0.2,0.15,0.15,0.2,0.2,0.1,0,0.29503962
0.2,0.05,0.3,0.05,0.2,0.2,0,0.29475818
0.3,0.05,0.05,0.2,0.25,0.15,0,0.29471701
0.25,0.15,0.1,0.15,0.2,0.15,0,0.29461327
0.3,0.25,0.2,0.1,0.1,0.05,0,0.29453158
0.35,0.15,0.25,0.05,0.1,0.1,0,0.29452987
0.3,0.1,0.2,0.1,0.15,0.15,0,0.29426949
0.1,0.2,0.2,0.1,0.35,0.05,0,0.29401151
0.2,0.2,0.05,0.25,0.2,0.1,0,0.29399671
0.25,0.2,0.15,0.15,0.15,0.1,0,0.29379685
0.2,0.3,0.1,0.2,0.15,0.05,0,0.29350999
0.2,0.1,0.25,0.15,0.2,0.1,0,0.29338795
0.25,0.1,0.35,0.05,0.15,0.1,0,0.29286106
0.2,0.15,0.2,0.1,0.2,0.15,0,0.29284984
0.2,0.2,0.2,0.05,0.2,0.15,0,0.29259867
0.35,0.15,0.1,0.1,0.15,0.15,0,0.2925621
0.35,0.25,0.15,0.1,0.1,0.05,0,0.29218916
0.1,0.25,0.15,0.1,0.35,0.05,0,0.29207304
0.25,0.15,0.3,0.1,0.15,0.05,0,0.29206018
0.15,0.05,0.2,0.05,0.35,0.2,0,0.29185012
0.2,0.15,0.1,0.25,0.25,0.05,0,0.29180251
0.35,0.05,0.05,0.05,0.35,0.15,0,0.29155692
0.35,0.05,0.05,0.15,0.35,0.05,0,0.2914881
0.15,0.1,0.3,0.15,0.25,0.05,0,0.29106547
0.15,0.2,0.15,0.2,0.25,0.05,0,0.29082823
0.1,0.15,0.25,0.1,0.35,0.05,0,0.29067054
0.2,0.1,0.1,0.25,0.3,0.05,0,0.29001503
0.2,0.35,0.15,0.1,0.15,0.05,0,0.29000359
0.2,0.25,0.15,0.2,0.15,0.05,0,0.28987215
0.15,0.15,0.2,0.2,0.25,0.05,0,0.28898727
0.1,0.1,0.35,0.05,0.35,0.05,0,0.28880423
0.25,0.3,0.05,0.2,0.15,0.05,0,0.28848221
0.15,0.05,0.1,0.15,0.35,0.2,0,0.28826637
0.25,0.05,0.35,0.1,0.2,0.05,0,0.28753046
0.1,0.3,0.15,0.05,0.35,0.05,0,0.28721464
0.2,0.25,0.05,0.2,0.2,0.1,0,0.28652272
0.3,0.05,0.3,0.05,0.15,0.15,0,0.28638731
0.3,0.05,0.1,0.05,0.25,0.25,0,0.28637763
0.1,0.3,0.1,0.1,0.35,0.05,0,0.28606934
0.25,0.15,0.25,0.05,0.15,0.15,0,0.2859365
0.15,0.05,0.05,0.2,0.35,0.2,0,0.28574443
0.1,0.25,0.1,0.15,0.35,0.05,0,0.28522348
0.25,0.05,0.2,0.1,0.2,0.2,0,0.28504507
0.2,0.1,0.3,0.15,0.2,0.05,0,0.28470859
0.15,0.1,0.1,0.2,0.3,0.15,0,0.28469878
0.15,0.1,0.3,0.1,0.25,0.1,0,0.28449835
0.1,0.2,0.15,0.15,0.35,0.05,0,0.28442915
0.15,0.05,0.2,0.15,0.3,0.15,0,0.28442438
0.25,0.3,0.25,0.05,0.1,0.05,0,0.28441351
0.15,0.25,0.05,0.25,0.25,0.05,0,0.28355459
0.35,0.15,0.3,0.05,0.1,0.05,0,0.28352308
0.2,0.05,0.15,0.15,0.25,0.2,0,0.28337939
0.15,0.2,0.1,0.25,0.25,0.05,0,0.28324805
0.35,0.2,0.2,0.05,0.1,0.1,0,0.28322724
0.3,0.05,0.25,0.05,0.15,0.2,0,0.28241335
0.15,0.15,0.2,0.15,0.25,0.1,0,0.28199784
0.25,0.05,0.1,0.2,0.25,0.15,0,0.28120952
0.3,0.2,0.05,0.2,0.15,0.1,0,0.2804969
0.1,0.15,0.2,0.15,0.35,0.05,0,0.28000192
0.15,0.1,0.1,0.25,0.3,0.1,0,0.27971251
0.2,0.1,0.35,0.05,0.15,0.15,0,0.27958031
0.15,0.3,0.15,0.05,0.25,0.1,0,0.27952701
0.15,0.05,0.2,0.2,0.3,0.1,0,0.27910916
0.1,0.1,0.3,0.1,0.35,0.05,0,0.27902991
0.15,0.05,0.15,0.2,0.3,0.15,0,0.27892695
0.15,0.1,0.25,0.15,0.25,0.1,0,0.27858012
0.15,0.05,0.35,0.15,0.25,0.05,0,0.27857524
0.1,0.25,0.05,0.2,0.35,0.05,0,0.27851684
0.35,0.05,0.1,0.05,0.2,0.25,0,0.27815117
0.3,0.2,0.25,0.05,0.1,0.1,0,0.27803711
0.25,0.15,0.2,0.15,0.15,0.1,0,0.27784059
0.25,0.25,0.15,0.1,0.15,0.1,0,0.27768729
0.3,0.15,0.15,0.1,0.15,0.15,0,0.27749645
0.3,0.3,0.2,0.05,0.1,0.05,0,0.27737606
0.25,0.1,0.05,0.25,0.25,0.1,0,0.27712355
0.2,0.2,0.2,0.15,0.15,0.1,0,0.27698279
0.1,0.35,0.05,0.1,0.35,0.05,0,0.27697073
0.2,0.05,0.3,0.1,0.2,0.15,0,0.27683532
0.25,0.25,0.25,0.1,0.1,0.05,0,0.27660049
0.2,0.15,0.2,0.2,0.2,0.05,0,0.27637296
0.15,0.2,0.1,0.2,0.25,0.1,0,0.27606246
0.25,0.15,0.05,0.2,0.2,0.15,0,0.27602148
0.15,0.05,0.25,0.2,0.3,0.05,0,0.27590839
0.25,0.25,0.1,0.05,0.2,0.15,0,0.27559661
0.15,0.15,0.15,0.2,0.25,0.1,0,0.2755203
0.15,0.05,0.35,0.1,0.25,0.1,0,0.27546071
0.25,0.25,0.05,0.25,0.15,0.05,0,0.27544863
0.25,0.2,0.15,0.2,0.15,0.05,0,0.2753399
0.2,0.15,0.3,0.1,0.15,0.1,0,0.27531283
0.1,0.2,0.1,0.2,0.35,0.05,0,0.27511125
0.3,0.1,0.05,0.2,0.2,0.15,0,0.27494632
0.15,0.2,0.35,0.05,0.2,0.05,0,0.27476984
0.2,0.3,0.05,0.25,0.15,0.05,0,0.27466125
0.2,0.2,0.25,0.15,0.15,0.05,0,0.27431784
0.25,0.05,0.2,0.15,0.2,0.15,0,0.27430217
0.25,0.05,0.15,0.2,0.25,0.1,0,0.2742955
0.2,0.2,0.1,0.25,0.2,0.05,0,0.27373437
0.25,0.35,0.1,0.1,0.15,0.05,0,0.27356482
0.35,0.15,0.05,0.15,0.15,0.15,0,0.27246554
0.15,0.1,0.2,0.2,0.25,0.1,0,0.27213469
0.2,0.15,0.15,0.15,0.2,0.15,0,0.27180157
0.35,0.1,0.1,0.15,0.15,0.15,0,0.27119356
0.3,0.05,0.1,0.15,0.2,0.2,0,0.27102751
0.15,0.15,0.2,0.1,0.25,0.15,0,0.27079807
0.35,0.05,0.2,0.1,0.15,0.15,0,0.27067583
0.15,0.1,0.25,0.2,0.25,0.05,0,0.27055864
0.15,0.05,0.3,0.15,0.25,0.1,0,0.27035839
0.15,0.2,0.3,0.1,0.2,0.05,0,0.27016464
0.2,0.3,0.05,0.15,0.2,0.1,0,0.26995195
0.3,0.1,0.3,0.1,0.15,0.05,0,0.26991905
0.15,0.1,0.25,0.1,0.25,0.15,0,0.26989628
0.15,0.2,0.05,0.25,0.25,0.1,0,0.26982653
0.15,0.15,0.05,0.3,0.3,0.05,0,0.2690839
0.15,0.15,0.1,0.25,0.25,0.1,0,0.26876549
0.15,0.15,0.35,0.1,0.2,0.05,0,0.26867217
0.25,0.1,0.15,0.2,0.2,0.1,0,0.26830928
0.2,0.25,0.35,0.05,0.1,0.05,0,0.26822932
0.15,0.05,0.35,0.05,0.25,0.15,0,0.26820884
0.15,0.05,0.15,0.15,0.3,0.2,0,0.26776036
0.2,0.25,0.2,0.1,0.15,0.1,0,0.26727918
0.2,0.3,0.3,0.05,0.1,0.05,0,0.26711799
0.3,0.2,0.25,0.1,0.1,0.05,0,0.26705284
0.25,0.2,0.3,0.05,0.1,0.1,0,0.26683095
0.25,0.3,0.15,0.05,0.15,0.1,0,0.26669627
0.25,0.2,0.1,0.2,0.15,0.1,0,0.26630845
0.15,0.3,0.2,0.1,0.2,0.05,0,0.26601668
0.2,0.15,0.3,0.05,0.15,0.15,0,0.26593196
0.15,0.15,0.15,0.15,0.25,0.15,0,0.2659172
0.35,0.15,0.05,0.2,0.15,0.1,0,0.26585174
0.15,0.2,0.05,0.3,0.25,0.05,0,0.26531812
0.15,0.2,0.25,0.15,0.2,0.05,0,0.26496454
0.15,0.1,0.2,0.15,0.25,0.15,0,0.26495562
0.35,0.05,0.15,0.1,0.15,0.2,0,0.26495029
0.25,0.2,0.05,0.15,0.2,0.15,0,0.26489617
0.15,0.05,0.3,0.1,0.25,0.15,0,0.26459613
